Busbreakdown_ID,first_opt,Run_Type,Bus_No,Reason,How_Long_Delayed,Occurred_On,Boro,Bus_Company_Name,name,address,type,agency
1298465,03279,"Special Ed AM Run",2508,"Flat Tire",60,"5/4/16 7:00",Queens,"I & Y TRANSIT CORP","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1298073,03329,"General Ed PM Run",26632,"Mechanical Problem",20,"5/5/16 7:54",Bronx,"RELIANT TRANS, INC. (B232","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1298037,05046,"Special Ed PM Run",TN0415,"Flat Tire","","5/5/16 9:45",Brooklyn,"JOFAZ TRANSPORTATION INC.","PS 46 ARTHUR TAPPAN","2987 Frederick Douglas Blvd","Elementary School - Public","NYC DOE"
1297715,03325,"Special Ed PM Run",2617,"Heavy Traffic",15,"5/6/16 7:57",Queens,"RELIANT TRANS, INC. (B232","WADLEIGH PERF AND VISUAL ARTS","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1297238,03149,"Special Ed AM Run",1710,"Problem Run",20,"5/9/16 14:05",Manhattan,"LEESEL TRANSP CORP (B2192","PS 149 SOJOURNER TRUTH","41 W 117 St","Elementary School - Public","NYC DOE"
1297105,03325,"Special Ed AM Run",2617,Other,45,"5/10/16 6:24",Queens,"BOBBY`S BUS CO. INC.","WADLEIGH PERF AND VISUAL ARTS","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1296846,03406,"Special Ed AM Run",1312,"Heavy Traffic","","5/10/16 11:15",Manhattan,"SNT BUS INC","PS 242 YOUNG DIPLOMATS MAGNET","134 W 122 St","Elementary School - Public","NYC DOE"
1296833,03149,"Special Ed AM Run",1704,"Problem Run",15,"5/10/16 13:56",Bronx,"PIONEER TRANSPORTATION CO","PS 149 SOJOURNER TRUTH","41 W 117 St","Elementary School - Public","NYC DOE"
1296699,03422,"General Ed AM Run",24501,"Heavy Traffic",45,"5/11/16 7:01",Brooklyn,"HAPPY CHILD TRANS LLC (B2","SISULU-WALKER CHARTER SCHOOL","125 W 115 St","Elementary School - Public Charter","NYC DOE"
1296111,03325,"Special Ed PM Run",2517,"Mechanical Problem",60,"5/13/16 6:20",Manhattan,"BORO TRANSIT, INC.","WADLEIGH PERF AND VISUAL ARTS","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1295691,05046,"General Ed PM Run",25590,"Mechanical Problem",20,"5/16/16 7:20",Bronx,"G.V.C., LTD.","PS 46 ARTHUR TAPPAN","2987 Frederick Douglas Blvd","Elementary School - Public","NYC DOE"
1295470,03279,"Special Ed AM Run",4523,"Heavy Traffic",25,"5/16/16 14:45",Bronx,"LITTLE LISA BUS CO. INC.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1295446,05197,"Special Ed AM Run",56105,"Mechanical Problem",20,"5/17/16 6:00","","DON THOMAS BUSES, INC. (B","PS 197 JOHN B RUSSWURM","2230 5 Ave","Elementary School - Public","NYC DOE"
1295327,03076,"Special Ed PM Run",2512,"Won`t Start",25,"5/17/16 7:34","Staten Island","RELIANT TRANS, INC. (B232","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1295269,05197,"Special Ed Field Trip",56105,"Heavy Traffic",30,"5/17/16 8:10",Bronx,"G.V.C. LTD. (B2192)","PS 197 JOHN B RUSSWURM","2230 5 Ave","Elementary School - Public","NYC DOE"
1294553,05197,"Special Ed PM Run",56105,Other,15,"5/19/16 14:09",Westchester,"BORO TRANSIT, INC.","PS 197 JOHN B RUSSWURM","2230 5 Ave","Elementary School - Public","NYC DOE"
1294499,03749,"General Ed AM Run",24534,"Heavy Traffic",25,"5/20/16 6:10",Brooklyn,"RELIANT TRANS, INC. (B232","NY FRENCH-AMERICAN CHARTER SCHOOL","311 W 120 St","Elementary School - Public Charter","NYC DOE"
1294063,03279,"Special Ed AM Run",4523,"Heavy Traffic",45,"5/23/16 6:00",Brooklyn,"JOFAZ TRANSPORTATION INC.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1293759,03406,"Special Ed AM Run",1312,"Heavy Traffic","","5/23/16 14:44",Queens,"RELIANT TRANS, INC. (B232","PS 242 YOUNG DIPLOMATS MAGNET","134 W 122 St","Elementary School - Public","NYC DOE"
1293458,03149,"Special Ed AM Run",1727,"Heavy Traffic",15,"5/24/16 8:01",Manhattan,"LEESEL TRANSP CORP (B2192","PS 149 SOJOURNER TRUTH","41 W 117 St","Elementary School - Public","NYC DOE"
1293347,03279,"Special Ed AM Run",4523,"Heavy Traffic",25,"5/24/16 13:58",Brooklyn,"RELIANT TRANS, INC. (B232","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1293018,03279,"Special Ed AM Run",2523,"Heavy Traffic","","5/25/16 14:40",Queens,"QUALITY TRANSPORTATION CO","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1292910,05688,"Special Ed AM Run",2598,"Mechanical Problem",30,"5/26/16 6:58","Staten Island","PIONEER TRANSPORTATION CO","ST HOPE LEADERSHIP ACAD CHARTER SCH","222 W 134 St","Intermediate/JHS - Public Charter","NYC DOE"
1292755,03279,"Special Ed AM Run",2526,"Heavy Traffic",30,"5/26/16 7:45",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1292189,03279,"Special Ed PM Run",2518,"Heavy Traffic",20,"5/31/16 6:43",Manhattan,"LEESEL TRANSP CORP (B2192","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1292186,03329,"Special Ed PM Run",1718,"Heavy Traffic",20,"5/31/16 6:45",Manhattan,"LEESEL TRANSP CORP (B2192","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1291820,03076,"Special Ed AM Run",56108,"Heavy Traffic",20,"6/1/16 7:00",Manhattan,"RELIANT TRANS, INC. (B232","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1291545,03422,"General Ed AM Run",24501,"Heavy Traffic",30,"6/1/16 16:00","","DON THOMAS BUSES, INC. (B","SISULU-WALKER CHARTER SCHOOL","125 W 115 St","Elementary School - Public Charter","NYC DOE"
1291111,03422,"General Ed AM Run",24501,"Heavy Traffic",60,"6/3/16 7:05",Bronx,"DON THOMAS BUSES, INC. (B","SISULU-WALKER CHARTER SCHOOL","125 W 115 St","Elementary School - Public Charter","NYC DOE"
1290596,03185,"Special Ed AM Run",56104,"Mechanical Problem",10,"6/6/16 8:42",Manhattan,"G.V.C. LTD. (B2192)","PS 185 EARLY CHLDHD DISCOVERY","20 W 112 St","Elementary School - Public","NYC DOE"
1290293,03149,"Special Ed AM Run",1727,"Heavy Traffic",15,"6/7/16 7:57",Manhattan,"RELIANT TRANS, INC. (B232","PS 149 SOJOURNER TRUTH","41 W 117 St","Elementary School - Public","NYC DOE"
1290257,03279,"Special Ed AM Run",2688,"Heavy Traffic",10,"6/7/16 8:48",Bronx,"G.V.C., LTD.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1289950,03422,"General Ed AM Run",24501,Other,45,"6/8/16 8:03",Queens,"LITTLE RICHIE BUS SERVICE","SISULU-WALKER CHARTER SCHOOL","125 W 115 St","Elementary School - Public Charter","NYC DOE"
1289708,05200,"Special Ed AM Run",1215,"Problem Run",30,"6/10/16 6:33",Queens,"PIONEER TRANSPORTATION CO","PS 200 THE JAMES MCCUNE SMITH SCH","2589 7 Ave","Elementary School - Public","NYC DOE"
1289400,03406,"Special Ed AM Run",1321,"Heavy Traffic",20,"6/13/16 6:42",Manhattan,"LEESEL TRANSP CORP (B2192","PS 242 YOUNG DIPLOMATS MAGNET","134 W 122 St","Elementary School - Public","NYC DOE"
1289218,03279,"Special Ed AM Run",4523,"Heavy Traffic",20,"6/13/16 14:37",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1288795,03325,"Special Ed PM Run",2517,"Mechanical Problem",15,"6/16/16 6:53",Connecticut,"VAN TRANS LLC (B2192)","WADLEIGH PERF AND VISUAL ARTS","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1288687,03076,"Special Ed AM Run",56108,"Heavy Traffic",45,"6/16/16 7:50",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1288218,03279,"Special Ed AM Run",2511,"Mechanical Problem",30,"6/20/16 14:30",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1287822,05197,"Special Ed AM Run",56105,"Heavy Traffic",30,"6/23/16 6:36",Brooklyn,"L & M BUS CORP. (B2192)","PS 197 JOHN B RUSSWURM","2230 5 Ave","Elementary School - Public","NYC DOE"
1287671,03325,"Special Ed PM Run",2438,"Heavy Traffic",15,"6/24/16 6:23",Brooklyn,"HOYT TRANSPORTATION CORP.","WADLEIGH PERF AND VISUAL ARTS","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1287582,03279,"Special Ed PM Run",2688,"Flat Tire",20,"6/24/16 13:50","","DON THOMAS BUSES, INC. (B","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1286973,03279,"Special Ed AM Run",2688,"Heavy Traffic",20,"7/7/16 8:00",Manhattan,"HOYT TRANSPORTATION CORP.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1286779,03325,"Special Ed AM Run",2015,"Heavy Traffic",30,"7/8/16 14:44",Bronx,"G.V.C., LTD.","WADLEIGH PERF AND VISUAL ARTS","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1285984,03076,"Special Ed AM Run",53108,Other,30,"7/14/16 2:48","Rockland County","LORINDA ENT. LTD.","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1285731,03279,"Special Ed AM Run",2511,"Mechanical Problem",15,"7/18/16 7:10",Manhattan,"JOFAZ TRANSPORTATION INC.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1285526,05200,"Special Ed AM Run",1214,"Heavy Traffic",30,"7/19/16 7:41",Brooklyn,"LITTLE RICHIE BUS SERVICE","PS 200 THE JAMES MCCUNE SMITH SCH","2589 7 Ave","Elementary School - Public","NYC DOE"
1285145,05200,"Special Ed AM Run",1214,"Won`t Start",20,"7/21/16 7:57",Manhattan,"PRIDE TRANSPORTATION (SCH","PS 200 THE JAMES MCCUNE SMITH SCH","2589 7 Ave","Elementary School - Public","NYC DOE"
1285131,05046,"Special Ed PM Run",1303,"Won`t Start",30,"7/21/16 8:05",Manhattan,"HOYT TRANSPORTATION CORP.","PS 46 ARTHUR TAPPAN","2987 Frederick Douglas Blvd","Elementary School - Public","NYC DOE"
1285023,03279,"Special Ed AM Run",4523,"Heavy Traffic",30,"7/22/16 7:33",Queens,"LOGAN BUS COMPANY INC.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1284772,03185,"Special Ed PM Run",50082,"Mechanical Problem","","7/25/16 15:05",Queens,"LORINDA ENT. LTD.","PS 185 EARLY CHLDHD DISCOVERY","20 W 112 St","Elementary School - Public","NYC DOE"
1284464,03279,"Special Ed AM Run",4523,"Heavy Traffic",10,"7/27/16 8:39",Bronx,"G.V.C., LTD.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1284108,03279,"Special Ed AM Run",4588,"Heavy Traffic",30,"7/29/16 16:04",Queens,"LITTLE RICHIE BUS SERVICE","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1283665,03279,"Special Ed AM Run",2511,"Won`t Start",20,"8/3/16 13:40",Manhattan,"PRIDE TRANSPORTATION (SCH","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1283007,05046,"Special Ed AM Run",2345,"Heavy Traffic",25,"8/11/16 7:07",Bronx,"LOGAN BUS COMPANY INC.","PS 46 ARTHUR TAPPAN","2987 Frederick Douglas Blvd","Elementary School - Public","NYC DOE"
1282848,03325,"Special Ed AM Run",2438,"Heavy Traffic",30,"8/12/16 14:46",Queens,"LORINDA ENT. LTD.","WADLEIGH PERF AND VISUAL ARTS","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1282617,03325,"Special Ed AM Run",3025,"Heavy Traffic",15,"9/6/16 7:09",Bronx,"PIONEER TRANSPORTATION CO","WADLEIGH PERF AND VISUAL ARTS","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1282120,03329,"General Ed AM Run",24521,"Won`t Start",15,"9/8/16 7:40",Bronx,"G.V.C., LTD.","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1281952,03325,"Special Ed AM Run",1313,"Heavy Traffic",45,"9/8/16 8:09",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","WADLEIGH PERF AND VISUAL ARTS","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1279687,03076,"Special Ed AM Run",1486,"Mechanical Problem",20,"9/15/16 8:08",Manhattan,"RELIANT TRANS, INC. (B232","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1278820,05154,"Special Ed PM Run",GC0028,"Heavy Traffic",30,"9/19/16 7:40",Westchester,"ALL COUNTY BUS LLC (B2321","PS 154 HARRIET TUBMAN","250 W 127 St","Elementary School - Public","NYC DOE"
1278648,03076,"Special Ed AM Run",1429,"Heavy Traffic",30,"9/19/16 8:00",Bronx,"G.V.C., LTD.","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1278001,05154,"Special Ed AM Run",GC0028,"Heavy Traffic",30,"9/21/16 6:12",Bronx,"DON THOMAS BUSES, INC. (B","PS 154 HARRIET TUBMAN","250 W 127 St","Elementary School - Public","NYC DOE"
1277773,05154,"Special Ed AM Run",GC0028,"Heavy Traffic",15,"9/21/16 7:47",Brooklyn,"L & M BUS CORP. (B2192)","PS 154 HARRIET TUBMAN","250 W 127 St","Elementary School - Public","NYC DOE"
1277582,05154,"Special Ed AM Run",GC0028,"Heavy Traffic",15,"9/21/16 14:45",Manhattan,"G.V.C. LTD. (B2192)","PS 154 HARRIET TUBMAN","250 W 127 St","Elementary School - Public","NYC DOE"
1277229,05154,"Special Ed AM Run",GT1433,"Heavy Traffic",20,"9/22/16 8:04",Manhattan,"PHILLIP BUS CORP (B2192)","PS 154 HARRIET TUBMAN","250 W 127 St","Elementary School - Public","NYC DOE"
1277064,05154,"Special Ed AM Run",GT1433,"Problem Run",30,"9/23/16 6:43",Bronx,"G.V.C., LTD.","PS 154 HARRIET TUBMAN","250 W 127 St","Elementary School - Public","NYC DOE"
1276790,03279,"Special Ed AM Run",1427,"Heavy Traffic",30,"9/23/16 8:20",Bronx,"LITTLE RICHIE BUS SERVICE","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1276231,03076,"Special Ed PM Run",1400,"Flat Tire",10,"9/26/16 8:15","Staten Island","PIONEER TRANSPORTATION CO","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1275879,03208,"Special Ed AM Run",2564,"Heavy Traffic",30,"9/27/16 7:35",Bronx,"G.V.C., LTD.","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1275586,03149,"Special Ed AM Run",21280,"Heavy Traffic","","9/27/16 8:41",Queens,"LITTLE RICHIE BUS SERVICE","PS 149 SOJOURNER TRUTH","41 W 117 St","Elementary School - Public","NYC DOE"
1275538,05046,"General Ed AM Run",27727,"Heavy Traffic",10,"9/27/16 15:01",Manhattan,"G.V.C. LTD. (B2192)","PS 46 ARTHUR TAPPAN","2987 Frederick Douglas Blvd","Elementary School - Public","NYC DOE"
1275446,03420,"Special Ed AM Run",1454,"Heavy Traffic",20,"9/28/16 6:50",Brooklyn,"L & M BUS CORP.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1275416,05175,"Special Ed AM Run",1488,"Heavy Traffic",15,"9/28/16 7:18",Queens,"RELIANT TRANS, INC. (B232","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1275220,03864,"Special Ed AM Run",19252,Other,10,"9/28/16 8:21",Bronx,"G.V.C., LTD.","FUTURE LEADERS INST CHARTER SCHOOL","134 W 122 St","Elementary School - Public Charter","NYC DOE"
1275148,03420,"Special Ed AM Run",1454,"Heavy Traffic","","9/28/16 3:22",Queens,"LORINDA ENT. LTD.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1275137,05175,"Special Ed AM Run",1488,"Heavy Traffic",60,"9/28/16 16:00",Brooklyn,"RELIANT TRANS, INC. (B232","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1275050,03279,"Special Ed AM Run",1428,"Heavy Traffic",45,"9/29/16 7:00",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1274855,03420,"Special Ed AM Run",1454,"Heavy Traffic",20,"9/29/16 7:55",Bronx,"GRANDPA`S BUS CO., INC.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1274833,05175,"Special Ed AM Run",1488,"Heavy Traffic",15,"9/29/16 8:17","","RELIANT TRANS, INC. (B232","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1274628,05200,"General Ed AM Run",11621,"Heavy Traffic",15,"9/30/16 7:23",Manhattan,"LEESEL TRANSP CORP (B2192","PS 200 THE JAMES MCCUNE SMITH SCH","2589 7 Ave","Elementary School - Public","NYC DOE"
1274530,03420,"Special Ed AM Run",1454,"Heavy Traffic",30,"9/30/16 7:55",Bronx,"G.V.C. LTD. (B2192)","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1274511,05175,"Special Ed AM Run",1488,"Heavy Traffic",15,"9/30/16 8:00",Brooklyn,"L & M BUS CORP. (B2192)","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1274276,05200,"General Ed AM Run",10520,"Mechanical Problem",25,"10/5/16 6:39",Westchester,"VAN TRANS LLC (B2192)","PS 200 THE JAMES MCCUNE SMITH SCH","2589 7 Ave","Elementary School - Public","NYC DOE"
1274195,03076,"Special Ed AM Run",1445,"Heavy Traffic",40,"10/5/16 6:00",Bronx,"GRANDPA`S BUS CO., INC.","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1274121,03420,"Special Ed AM Run",1454,"Heavy Traffic",45,"10/5/16 7:13",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1274119,05175,"Special Ed AM Run",1488,"Heavy Traffic","","10/5/16 7:24",Bronx,"LITTLE LISA BUS CO. INC.","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1273824,03329,"Special Ed AM Run",4512,"Won`t Start",25,"10/6/16 6:26",Manhattan,"SNT BUS INC","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1273775,03420,"Special Ed AM Run",1454,"Heavy Traffic",20,"10/6/16 6:46",Brooklyn,"L & M BUS CORP.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1273757,05175,"Special Ed AM Run",1488,"Heavy Traffic",25,"10/6/16 6:50","","BORO TRANSIT, INC.","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1273435,03420,"Special Ed AM Run",1454,"Heavy Traffic",10,"10/6/16 15:27",Bronx,"PIONEER TRANSPORTATION CO","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1273376,05175,"Special Ed AM Run",1488,"Heavy Traffic",20,"10/7/16 6:35",Brooklyn,"Y & M TRANSIT CORP (B2192","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1273270,03208,"Special Ed AM Run",2412,"Heavy Traffic",20,"10/7/16 7:00",Brooklyn,"Y & M TRANSIT CORP (B2192","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1273029,03420,"Special Ed AM Run",1454,"Heavy Traffic",30,"10/7/16 14:43",Manhattan,"TWENTY FIRST AV TRANSP (B","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1273006,05175,"Special Ed AM Run",1488,"Heavy Traffic","","10/7/16 16:10",Manhattan,"LEESEL TRANSP CORP (B2192","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1272993,03422,"General Ed PM Run",24528,Accident,15,"10/11/16 6:03","Staten Island","PIONEER TRANSPORTATION CO","SISULU-WALKER CHARTER SCHOOL","125 W 115 St","Elementary School - Public Charter","NYC DOE"
1272689,05175,"Special Ed AM Run",1488,"Heavy Traffic",30,"10/11/16 8:27",Westchester,"MAR-CAN TRANSPORT CO. INC","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1272494,03420,"Special Ed AM Run",1464,"Heavy Traffic",25,"10/13/16 7:00","","BORO TRANSIT, INC.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1272330,05175,"Special Ed AM Run",1488,"Heavy Traffic","","10/13/16 7:47",Manhattan,"HOYT TRANSPORTATION CORP.","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1272135,03420,"Special Ed AM Run",1454,"Heavy Traffic",15,"10/13/16 14:15",Bronx,"VAN TRANS LLC (B2192)","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1271996,05175,"Special Ed AM Run",1488,"Heavy Traffic",45,"10/14/16 7:11",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1271817,03208,"Special Ed Field Trip",2062,"Heavy Traffic",15,"10/14/16 8:30",Manhattan,"B & F SKILLED INC.(B2192)","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1271709,05175,"Special Ed AM Run",1488,"Heavy Traffic",25,"10/17/16 6:28",Brooklyn,"RELIANT TRANS, INC. (B232","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1271647,03279,"Special Ed AM Run",1360,"Heavy Traffic",30,"10/17/16 7:05",Bronx,"G.V.C., LTD.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1271454,03420,"Special Ed AM Run",1454,"Heavy Traffic",45,"10/17/16 14:30",Bronx,"BORO TRANSIT, INC.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1271335,03279,"Special Ed AM Run",8012,"Heavy Traffic",20,"10/18/16 7:08",Brooklyn,"L & M BUS CORP (A)","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1271220,05175,"Special Ed AM Run",1488,"Heavy Traffic",20,"10/18/16 7:53",Queens,"RELIANT TRANS, INC. (B232","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1270931,03864,"Special Ed AM Run",FR1339,"Won`t Start",15,"10/19/16 7:36",Bronx,"G.V.C., LTD.","FUTURE LEADERS INST CHARTER SCHOOL","134 W 122 St","Elementary School - Public Charter","NYC DOE"
1270913,05175,"Special Ed AM Run",1488,"Heavy Traffic",10,"10/19/16 19:45",Bronx,"DON THOMAS BUSES, INC.","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1270688,05046,"Special Ed AM Run",1495,"Heavy Traffic",15,"10/20/16 6:55",Brooklyn,"B & F SKILLED INC.(B2192)","PS 46 ARTHUR TAPPAN","2987 Frederick Douglas Blvd","Elementary School - Public","NYC DOE"
1270459,03864,"Special Ed AM Run",19252,Other,20,"10/20/16 14:47",Manhattan,"RELIANT TRANS, INC. (B232","FUTURE LEADERS INST CHARTER SCHOOL","134 W 122 St","Elementary School - Public Charter","NYC DOE"
1270207,03864,"Special Ed AM Run",1339,"Flat Tire",10,"10/21/16 8:00",Queens,"PIONEER TRANSPORTATION CO","FUTURE LEADERS INST CHARTER SCHOOL","134 W 122 St","Elementary School - Public Charter","NYC DOE"
1270201,03076,"Special Ed AM Run",1445,"Heavy Traffic",20,"10/21/16 8:20",Manhattan,"G.V.C. LTD. (B2192)","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1270137,03149,"General Ed AM Run",6108,"Heavy Traffic",25,"10/21/16 14:15",Brooklyn,"HAPPY CHILD TRANS LLC (B2","PS 149 SOJOURNER TRUTH","41 W 117 St","Elementary School - Public","NYC DOE"
1269982,03279,"Special Ed PM Run",1428,"Heavy Traffic",30,"10/24/16 6:59",Manhattan,"L & M BUS CORP. (B2321)","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1269849,03208,"Special Ed AM Run",2207,"Heavy Traffic",20,"10/24/16 7:53",Manhattan,"RELIANT TRANS, INC. (B232","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1269653,03279,"Special Ed PM Run",1383,"Heavy Traffic",15,"10/25/16 6:45",Queens,"QUALITY TRANSPORTATION CO","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1269628,03864,"Special Ed PM Run",19252,"Heavy Traffic",120,"10/25/16 6:59",Manhattan,"HAPPY CHILD TRANS LLC (B2","FUTURE LEADERS INST CHARTER SCHOOL","134 W 122 St","Elementary School - Public Charter","NYC DOE"
1269433,03208,"Special Ed AM Run",2514,Other,"","10/25/16 10:03","Staten Island","JOFAZ TRANSPORTATION INC.","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1269303,03208,"Special Ed AM Run",2515,"Heavy Traffic",20,"10/26/16 6:40",Queens,"QUALITY TRANSPORTATION CO","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1269015,03208,"Special Ed AM Run",2207,"Heavy Traffic",60,"10/26/16 13:56",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1269002,03208,"Special Ed PM Run",9925,"Mechanical Problem",60,"10/26/16 2:10",Brooklyn,"JOFAZ TRANSPORTATION INC.","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
